filename,n_heavy_atoms,n_atoms,n_electrons,xyz,xyz_oxidized,u0_b3lyp,u0_g4mp2,zpe_b3lyp,electronic_oxidized_b3lyp,electronic_oxidized_wB97Xd,electronic_oxidized_b3lyp_large,electronic_neutral_b3lyp,electronic_neutral_wB97Xd,electronic_neutral_b3lyp_large,u0_oxidized_b3lyp,u0_oxidized_g4mp2,zpe_oxidized_b3lyp,u0_b3lyp_large,u0_wB97Xd,u0_oxidized_b3lyp_large,u0_oxidized_wB97Xd
dsgdb9nsd_005821,8,19,62,"19
H11 C6 N1 O1
C -0.007271 1.586206 -0.095381
C 0.027663 0.047248 -0.004152
C 0.639088 -0.489471 -1.225357
N 1.104895 -0.894992 -2.202255
C 0.758502 -0.503170 1.273090
C 0.021234 -0.055537 2.543198
C 0.843079 -2.030556 1.221801
O 2.107215 -0.046644 1.293517
H 1.006427 1.996339 -0.098492
H -0.492393 1.901578 -1.021844
H -0.564525 2.015933 0.739882
H -1.004312 -0.325133 0.024159
H -1.017688 -0.400014 2.548252
H 0.525291 -0.473523 3.418486
H 0.013144 1.034117 2.649882
H 1.426809 -2.353681 0.357396
H 1.333576 -2.400472 2.125592
H -0.153928 -2.476760 1.157980
H 2.115469 0.878243 1.559984","19

C 3.944024 -0.532628 0.237775
C 2.993073 0.501808 -0.260251
C 1.619552 0.393982 -0.147327
N 0.456902 0.304883 -0.049389
C -2.062866 -0.126874 0.07712
C -2.324378 1.324798 -0.041485
C -2.084424 -1.034481 -1.086028
O -2.009361 -0.696334 1.220718
H 3.435271 -1.379475 0.699469
H 4.567375 -0.899705 -0.587792
H 4.632743 -0.090114 0.968992
H 3.374804 1.397505 -0.741353
H -1.852715 1.731821 -0.935443
H -3.413183 1.444658 -0.151939
H -1.997355 1.879615 0.84015
H -1.761354 -2.038356 -0.813535
H -3.121838 -1.074477 -1.450684
H -1.473868 -0.625487 -1.892321
H -2.023194 -0.069131 1.965608
",-365.088522,-364.687707,0.162597,-364.959422,-364.9272027,-364.9691143,-365.251119,-365.238068,-365.2680105,-364.801843,-364.3715307,0.157579,-365.1054135,-365.075471,-364.8115353,-364.7696237
dsgdb9nsd_006310,8,14,60,"14
H6 C4 N2 O2
C -0.004957 1.589323 0.022549
C 0.007348 0.061749 -0.042391
O 0.670872 -0.390132 -1.232413
C -0.158675 -0.681647 -2.281154
N 0.585123 -1.064559 -3.350690
O -1.362003 -0.580097 -2.250926
C 0.722627 -0.532759 1.095320
N 1.266340 -0.977222 2.012000
H 1.012454 1.983512 -0.028104
H -0.587571 1.973515 -0.817601
H -0.467868 1.923093 0.954885
H -1.018542 -0.318546 -0.057158
H 1.556757 -1.290675 -3.225502
H 0.091147 -1.455748 -4.133486","14

C -1.988646 -1.61732 6.3e-05
C -1.066756 -0.461038 -0.0
O 0.284921 -0.820222 -5.4e-05
C 1.337032 -0.032906 7e-06
N 2.496825 -0.643624 -5.7e-05
O 1.333743 1.255563 0.000131
C -1.408603 0.880181 -4.8e-05
N -1.61895 2.033576 -7.7e-05
H -1.82661 -2.242652 -0.88663
H -1.826549 -2.242605 0.886778
H -3.021326 -1.265404 8.9e-05
H 0.446424 1.677658 0.000124
H 2.545643 -1.652764 -0.000139
H 3.349821 -0.10012 -2.2e-05
",-415.917466,-415.485272,0.105966,-415.70792,-415.6792629,-415.7178771,-416.023432,-416.0086929,-416.0456616,-415.603533,-415.1508529,0.104387,-415.9396956,-415.9027269,-415.6134901,-415.5748759
dsgdb9nsd_021394,8,10,56,"10
H2 C2 N6
N -0.012725 1.347168 0.009917
N 1.318592 1.772001 -0.000872
N 2.091999 0.741257 -0.014033
C 1.302678 -0.372394 -0.012250
C -0.029706 0.004934 0.002922
N -0.719104 -1.146873 0.003607
N 0.191723 -2.206676 -0.011150
N 1.390788 -1.734531 -0.020450
H -0.743821 2.037462 0.020932
H -1.703615 -1.351311 0.012090","10

N -0.320148 -2.064552 0.001799
N 2.822398 0.056443 -0.002687
N 1.716942 0.172705 0.000861
C 0.374928 0.291264 0.002874
C -0.569825 -0.796715 0.001489
N -1.742799 -0.050568 -0.001799
N -1.523599 1.261788 -0.00076
N -0.235398 1.492829 0.000561
H -1.15022 -2.662598 -0.01041
H -2.702169 -0.38521 -0.001589
",-405.764528,-405.328091,0.063813,-405.524268,-405.486347,-405.5322614,-405.828341,-405.8027398,-405.8440851,-405.463837,-405.0120426,0.060431,-405.7802721,-405.7389268,-405.4718304,-405.425916
dsgdb9nsd_021495,8,12,58,"12
H4 C4 N2 O2
N -0.120001 1.315514 -0.009150
C 0.054445 -0.032106 -0.012896
O 1.135460 -0.589115 -0.023180
C -1.206930 -0.820886 -0.003338
C -1.411817 -2.165213 -0.004020
C -2.825291 -2.278556 0.008046
N -3.420235 -1.108531 0.015879
O -2.390802 -0.175695 0.009119
H 0.696604 1.903237 -0.012550
H -1.035777 1.730799 0.002626
H -0.662036 -2.936982 -0.012265
H -3.433818 -3.171686 0.011413","12

N -2.255752 -0.819969 -0.39266
C -1.425657 0.120822 -9.3e-05
O -1.684806 1.190691 0.572649
C 0.045632 0.026957 -0.099314
C 0.955653 1.042686 -0.422308
C 2.201229 0.436222 -0.17205
N 2.062901 -0.807668 0.248557
O 0.67643 -1.046261 0.34291
H -3.250384 -0.720986 -0.225946
H -1.921667 -1.668013 -0.829854
H 0.730493 2.028241 -0.799831
H 3.197387 0.838662 -0.297526
",-414.687288,-414.246141,0.084852,-414.433355,-414.3955912,-414.4439779,-414.77214,-414.7518621,-414.7937887,-414.349834,-413.8826586,0.083521,-414.7089367,-414.6670101,-414.3604569,-414.3120702
dsgdb9nsd_021499,8,11,58,"11
H3 C3 N3 O2
N -0.083082 1.320042 0.008482
C 0.055208 -0.030787 0.002469
O 1.121031 -0.618959 -0.008566
C -1.227736 -0.773797 0.010938
C -1.428471 -2.121049 0.008150
O -2.727200 -2.364685 0.018376
N -3.380411 -1.074945 0.028336
N -2.481400 -0.202030 0.023346
H 0.746422 1.889055 0.002872
H -0.991081 1.753439 0.017118
H -0.747552 -2.955803 -0.000398","11

N 2.222385 -0.370492 -0.750522
C 1.329323 0.169456 0.057795
O 1.505552 0.83923 1.072043
C -0.150157 0.030578 -0.123018
C -1.081515 1.225075 -0.238526
O -2.265355 1.072907 -0.288838
N -1.354384 -2.053978 0.333199
N -0.743458 -1.137142 0.130511
H 3.209779 -0.249742 -0.555045
H 1.957107 -0.853251 -1.597097
H -0.546163 2.18653 -0.283325
",-430.729561,-430.283782,0.072345,-430.475658,-430.442873,-430.4894996,-430.801906,-430.7820681,-430.8238084,-430.40675,-429.9450046,0.068908,-430.7514634,-430.7097231,-430.4205916,-430.373965
dsgdb9nsd_021508,8,12,58,"12
H4 C3 N4 O1
N -0.102553 1.319021 0.009100
C 0.094361 -0.013285 0.002109
O 1.146498 -0.604107 -0.009341
N -1.145247 -0.743681 0.010384
C -1.295564 -2.093429 0.007198
C -2.652110 -2.274918 0.018291
N -3.263139 -1.049376 0.027432
N -2.356215 -0.126743 0.022513
H 0.704363 1.917230 0.002675
H -1.037137 1.695495 0.017372
H -0.446386 -2.753400 -0.002214
H -3.222771 -3.188779 0.020275","12

N 1.957645 -1.098629 8e-05
C 1.455448 0.137577 -1e-05
O 1.963721 1.213899 -7.1e-05
N -0.050762 0.095112 -1e-06
C -0.847179 1.118755 6.2e-05
C -2.184399 0.549331 3.2e-05
N -2.065552 -0.808153 -3.4e-05
N -0.83452 -1.134034 -5.5e-05
H 2.963757 -1.200676 4.3e-05
H 1.377935 -1.925633 -8e-06
H -0.501829 2.144697 8.7e-05
H -3.140535 1.05637 1.4e-05
",-410.877814,-410.442433,0.085755,-410.614447,-410.5842194,-410.6255746,-410.963569,-410.9452028,-410.984024,-410.532078,-410.0840003,0.082369,-410.898269,-410.8594478,-410.5432056,-410.5018504
dsgdb9nsd_021513,8,11,58,"11
H3 C2 N5 O1
N -0.090818 1.297778 0.009493
C 0.111474 -0.035113 0.001391
O 1.151530 -0.629213 -0.010751
N -1.160848 -0.754995 0.010274
N -1.249456 -2.080373 0.006751
C -2.559019 -2.251970 0.017329
N -3.248447 -1.078018 0.027248
N -2.350438 -0.139179 0.022570
H 0.719050 1.892705 0.002313
H -1.020168 1.684975 0.017653
H -3.029994 -3.221247 0.018215","11

N -2.103099 0.931812 -6e-05
C -1.339561 -0.135159 0.000144
O -1.66534 -1.327739 -1.3e-05
N 0.071249 0.043588 -1.1e-05
N 0.842178 -1.061768 -5.7e-05
C 2.058638 -0.574868 -5e-06
N 1.975226 0.797519 -1.7e-05
N 0.764125 1.193248 7.3e-05
H -3.109706 0.822802 9.8e-05
H -1.709134 1.864242 -0.000348
H 2.979335 -1.135766 1.8e-05
",-426.913885,-426.473364,0.073841,-426.620461,-426.5783284,-426.6296582,-426.987726,-426.9698219,-427.0076578,-426.548513,-426.0781572,0.071948,-426.9338168,-426.8959809,-426.5577102,-426.5063804
dsgdb9nsd_021514,8,10,58,"10
H2 C1 N6 O1
N -0.062786 1.335786 0.008101
C 0.131877 0.004461 0.000654
O 1.158192 -0.608193 -0.010656
N -1.156513 -0.707006 0.008579
N -2.348532 -0.111440 0.020460
N -3.209701 -1.069695 0.024135
N -2.544776 -2.255436 0.014101
N -1.273964 -2.029765 0.004257
H 0.751161 1.926533 0.002853
H -0.987364 1.734406 0.016758","10

N -2.080649 0.961277 -0.000987
C -1.33156 -0.112551 0.000389
O -1.684508 -1.303626 0.000525
N 0.079996 0.042305 0.000524
N 0.831881 1.17405 0.000723
N 2.011257 0.766396 1.5e-05
N 2.046536 -0.69061 -0.000601
N 0.858811 -1.060731 -0.000499
H -3.089818 0.863924 -0.001004
H -1.679586 1.891579 0.000239
",-442.931781,-442.486107,0.060895,-442.60304,-442.5618752,-442.6116037,-442.992676,-442.9738035,-443.0115818,-442.545074,-442.0740191,0.057966,-442.9506868,-442.9129085,-442.5536377,-442.5039092
dsgdb9nsd_021525,8,13,60,"13
H5 C3 N3 O2
N -0.144853 1.341581 -0.132165
C -0.081608 -0.012692 -0.053742
C -1.118187 -0.929933 0.028986
C -2.584714 -0.657905 0.019167
O -2.924693 0.334686 -0.958214
N -0.525080 -2.152644 0.110172
N 0.717639 -2.110543 0.099717
O 1.075572 -0.627884 -0.019108
H 0.683783 1.820111 -0.448327
H -1.026795 1.693033 -0.479759
H -3.131504 -1.596456 -0.136325
H -2.928286 -0.231038 0.968371
H -2.709563 -0.032706 -1.823060","13

N -1.225991 1.60042 -0.377376
C -0.043998 1.15896 0.034324
C 0.198104 -0.329448 0.012071
C -0.758623 -1.427785 0.393421
O -1.999598 -1.120787 -0.180197
N 1.485469 -0.652138 -0.156531
N 2.554137 -0.937047 -0.33005
O 0.895788 1.795082 0.494848
H -1.432756 2.587632 -0.302744
H -1.943356 0.947353 -0.662731
H -0.355919 -2.391092 0.041938
H -0.799713 -1.479063 1.495929
H -2.705974 -1.548206 0.319215
",-431.894337,-431.452199,0.09538,-431.706415,-431.6820219,-431.7218312,-431.989717,-431.9732646,-432.0117707,-431.614148,-431.1608513,0.092267,-431.9163907,-431.8778846,-431.6295642,-431.5897549
dsgdb9nsd_021529,8,13,60,"13
H5 C3 N3 O2
N -0.075475 1.367067 -0.137418
C -0.084266 -0.013725 -0.050030
C -1.126917 -0.890049 0.057484
C -2.604638 -0.683755 0.019640
O -2.957474 0.328107 -0.920453
O -0.605190 -2.124980 0.181378
N 0.792361 -1.988384 0.149774
N 1.067916 -0.758749 0.012483
H 0.757091 1.731415 -0.579477
H -0.925286 1.734212 -0.544842
H -3.107284 -1.638136 -0.184933
H -2.974088 -0.319020 0.984663
H -2.743345 -0.004348 -1.799314","13

N 0.070678 1.742406 0.082912
C 0.5233 0.492821 0.024191
C -0.314935 -0.789908 0.018889
C -1.831437 -0.691897 0.102464
O -2.281126 0.622091 -0.172683
O 0.268387 -1.837226 -0.01685
N 2.902188 -0.126017 -0.055831
N 1.838783 0.248164 -0.017528
H 0.677925 2.551951 0.094641
H -0.949352 1.835556 0.060727
H -2.225554 -1.426587 -0.610674
H -2.104838 -1.025441 1.114987
H -3.239384 0.667634 -0.083549
",-431.884407,-431.444177,0.095868,-431.713145,-431.6888951,-431.7279026,-431.980275,-431.9650215,-432.0020503,-431.620775,-431.1666761,0.09237,-431.9061823,-431.8691535,-431.6355326,-431.5965251
dsgdb9nsd_021593,8,12,56,"12
H4 C4 N4
N 0.006047 1.412565 0.168027
C -0.018567 0.028798 0.047928
C -1.101866 -0.830055 0.030671
N -0.582292 -2.091495 -0.023503
N 0.742527 -2.134682 -0.040999
C 1.107378 -0.842182 -0.000249
C 2.464288 -0.431774 -0.017246
N 3.544126 -0.012396 -0.037307
H 0.887256 1.824491 -0.108683
H -0.767146 1.887801 -0.274968
H -2.163353 -0.647696 0.057654
H -1.093321 -2.958245 -0.050270","12

N -0.008211 2.036339 0.000138
C 0.447161 0.792787 5.2e-05
C 1.792959 0.326771 2e-06
N 1.700809 -0.99654 -2.3e-05
N 0.427354 -1.487902 -1.2e-05
C -0.34766 -0.428438 6.3e-05
C -1.763031 -0.460683 -2.2e-05
N -2.915842 -0.356828 -4.4e-05
H -1.007746 2.217114 5.7e-05
H 0.607925 2.840539 -0.000979
H 2.731942 0.860308 9e-06
H 2.462529 -1.666067 -8.3e-05
",-373.731409,-373.311083,0.086784,-373.529689,-373.493095,-373.53811,-373.818193,-373.7931716,-373.8360939,-373.442626,-373.0085449,0.087063,-373.7493099,-373.7063876,-373.451047,-373.406032
dsgdb9nsd_021631,8,12,58,"12
H4 C3 N4 O1
N 0.010584 1.324953 0.007287
C -0.051138 -0.013199 0.001007
N -1.181995 -0.671351 0.004734
C -1.086897 -2.031621 -0.002554
N -0.009233 -2.759608 -0.012860
N 1.148471 -2.040639 -0.016445
C 1.276359 -0.681866 -0.010406
O 2.341558 -0.080458 -0.014304
H 0.924295 1.749428 0.003606
H -0.830004 1.875780 0.014965
H -2.021711 -2.581313 0.000476
H 1.997253 -2.590250 -0.024525","12

N 1.873808 -1.098778 -1.4e-05
C 0.647406 -0.640184 4e-06
N -0.399549 -1.479004 1.8e-05
C -1.599469 -0.936081 1e-06
N -1.903102 0.392439 -7e-06
N -0.88327 1.20309 -1.4e-05
C 0.472313 0.842579 3e-06
O 1.366165 1.652228 1.3e-05
H 2.656986 -0.452447 -2.4e-05
H 2.043689 -2.099509 -1.7e-05
H -2.465161 -1.589293 3e-06
H -1.101537 2.201316 -1e-06
",-410.889392,-410.449481,0.087197,-410.674811,-410.6428006,-410.685509,-410.976589,-410.9578768,-410.9992692,-410.587688,-410.1312679,0.087123,-410.9120722,-410.8706798,-410.598386,-410.5556776
dsgdb9nsd_021660,8,13,58,"13
H5 C4 N3 O1
N -0.017517 1.351663 0.145039
C 0.049038 -0.026819 0.037725
N -1.058033 -0.760225 0.030854
N -0.602038 -2.046306 -0.004867
C 0.729555 -2.143573 -0.034366
C 1.225156 -0.842719 -0.004067
C 2.621695 -0.453378 0.006185
O 3.559654 -1.224037 -0.040354
H 0.692552 1.853478 -0.367513
H -0.943156 1.711045 -0.045632
H -1.276693 -2.792262 -0.012525
H 1.252024 -3.086063 -0.068152
H 2.798144 0.645139 0.066564","13

N 1.206512 1.872273 -7e-06
C 0.858074 0.597808 -0.000141
N 1.86067 -0.350652 -0.000206
N 1.209588 -1.484025 5.5e-05
C -0.165558 -1.359735 0.000204
C -0.447928 -0.021812 8.6e-05
C -1.806904 0.576771 0.000437
O -2.792775 -0.110067 -0.00051
H 0.525846 2.621214 -0.000501
H 2.191249 2.120339 0.000164
H 1.74156 -2.349196 -5e-05
H -0.821926 -2.217012 0.000577
H -1.85803 1.68383 0.001489
",-394.814647,-394.384475,0.097697,-394.623315,-394.5931154,-394.6346447,-394.912344,-394.894664,-394.9346386,-394.525528,-394.0844927,0.097787,-394.8369416,-394.796967,-394.5368577,-394.4953284
dsgdb9nsd_021670,8,12,58,"12
H4 C2 N6
N 0.002315 1.316501 0.009092
C -0.028964 -0.023260 0.001475
N -1.158920 -0.680760 0.004354
N -0.993351 -2.027530 -0.003555
N 0.119071 -2.727021 -0.013532
N 1.247318 -2.112924 -0.016965
C 1.271328 -0.716066 -0.009704
N 2.340292 -0.009651 -0.014139
H 0.915041 1.744958 0.003154
H -0.843835 1.858394 0.013445
H -1.841446 -2.571848 -0.001386
H 3.157657 -0.622738 -0.022946","12

N 1.78734 -1.227233 -0.000186
C 0.612688 -0.645963 9e-06
N -0.49571 -1.418636 0.000193
N -1.609565 -0.749097 7.3e-05
N -1.828169 0.593925 -0.000149
N -0.809242 1.35191 -0.000134
C 0.480324 0.814974 7e-06
N 1.541076 1.539191 0.000201
H 2.621457 -0.648439 -0.000205
H 1.869771 -2.237903 -0.000127
H -2.468278 -1.298776 0.000169
H 1.318875 2.540641 8.9e-05
",-406.98143,-406.545964,0.086197,-406.77319,-406.7386186,-406.7823315,-407.067627,-407.0450875,-407.0881138,-406.687496,-406.2336355,0.085694,-407.0019168,-406.9588905,-406.6966375,-406.6529246
dsgdb9nsd_021707,8,12,58,"12
H4 C3 N4 O1
N -0.017783 1.324167 0.008305
C 0.052567 -0.016813 0.001814
N 1.190944 -0.623508 -0.012291
C 1.210169 -1.983558 -0.019287
N 2.277587 -2.741027 -0.030174
C 1.734539 -3.994383 -0.032729
N 0.430351 -4.058518 -0.025331
O 0.060295 -2.702040 -0.015535
H 0.834423 1.862103 0.002423
H -0.899915 1.802299 0.020206
H -0.914723 -0.525448 0.009317
H 2.330375 -4.896245 -0.041393","12

N 3.154253 -0.013347 -0.092479
C 1.913027 0.308694 0.142438
N 0.969951 -0.630484 0.025222
C -0.29329 -0.313307 0.013922
N -1.33501 -1.172083 0.038679
C -2.385736 -0.37677 -0.001847
N -2.088926 0.958939 -0.055855
O -0.736392 0.994392 -0.052605
H 3.387169 -0.959656 -0.381407
H 3.90396 0.661139 0.00081
H 1.711312 1.333457 0.457767
H -3.41719 -0.702954 0.007622
",-410.851224,-410.410797,0.085232,-410.63084,-410.5953345,-410.6401194,-410.936456,-410.9143615,-410.9562787,-410.54592,-410.0887493,0.08492,-410.8710467,-410.8291295,-410.5551994,-410.5104145
dsgdb9nsd_021709,8,13,58,"13
H5 C3 N5
N -0.047387 1.336730 0.144529
C 0.048928 -0.008761 -0.020303
N 1.160484 -0.628265 0.128392
C 1.161742 -2.010022 0.052738
N 0.082402 -2.804940 0.139633
N 0.596452 -4.024694 0.014645
N 1.910704 -4.108667 -0.132626
C 2.296086 -2.833928 -0.110422
H 0.813327 1.854795 0.233797
H -0.840145 1.824314 -0.234797
H -0.897812 -0.506720 -0.251647
H 0.018991 -4.847328 0.068779
H 3.331434 -2.553482 -0.212750","13

N 3.222269 0.007913 -0.000262
C 1.960747 -0.345405 0.000269
N 1.029405 0.608228 0.000161
C -0.251369 0.256531 6.7e-05
N -0.743893 -1.030739 -4e-05
N -2.02199 -0.84881 -0.000118
N -2.487049 0.428672 -6.9e-05
C -1.3907 1.146168 4.6e-05
H 3.468675 0.992947 -0.000696
H 3.966612 -0.677366 -6.6e-05
H 1.737403 -1.413009 0.000809
H -2.67333 -1.628459 -0.000151
H -1.402626 2.225278 0.000104
",-390.971446,-390.543507,0.098377,-390.792697,-390.7589538,-390.8024737,-391.069823,-391.0495398,-391.0902372,-390.693781,-390.2476335,0.098916,-390.9918602,-390.9511628,-390.7035577,-390.6600378
dsgdb9nsd_021871,8,11,58,"11
H3 C2 N5 O1
O -0.007214 1.282277 0.007602
C -0.054732 -0.044526 0.000860
N -1.200450 -0.632014 0.003964
C -1.174903 -2.016510 -0.003475
N -2.148393 -2.830394 -0.002496
N 0.126986 -2.572996 -0.013407
N 1.259740 -1.906637 -0.016033
N 1.219365 -0.631748 -0.009120
H 0.928599 1.532218 0.003862
H -3.023766 -2.309414 0.004982
H 0.217089 -3.580374 -0.019186","11

O -2.22726 -0.953308 -9.4e-05
C -1.09964 -0.329061 1e-06
N 0.014816 -1.065551 0.000122
C 1.144659 -0.37006 5.2e-05
N 2.387038 -0.893129 -0.000227
N 1.092688 1.000339 -1.6e-05
N -0.034375 1.696634 6.2e-05
N -1.138814 1.049865 3.2e-05
H -2.977532 -0.329966 -0.000121
H 2.326751 -1.919864 0.000911
H 1.949274 1.553908 -0.000172
",-426.888694,-426.446167,0.074741,-426.639246,-426.5627983,-426.6491652,-426.963435,-426.9450851,-426.9845709,-426.566684,-426.107405,0.072562,-426.9098299,-426.8703441,-426.5766032,-426.4902363
dsgdb9nsd_021879,8,11,58,"11
H3 C3 N3 O2
O -0.065306 1.289645 0.176450
C 0.013337 -0.023944 0.041695
N 1.151188 -0.611232 -0.088374
C 1.101927 -1.983776 -0.220837
N 0.073460 -2.754257 -0.231823
O -1.165379 -2.104705 -0.089200
C -1.275363 -0.743636 0.052226
N -2.387595 -0.156326 0.180677
H 0.843669 1.628999 0.152409
H 2.050881 -2.498047 -0.331739
H -3.155927 -0.830554 0.162732","11

O 1.756335 -1.244446 6e-05
C 0.595909 -0.694626 2.6e-05
N -0.51081 -1.424899 -9e-06
C -1.662648 -0.764254 -0.000103
N -1.847079 0.57276 4.7e-05
O -0.736183 1.30785 9.8e-05
C 0.547117 0.772122 -7e-06
N 1.572199 1.515192 -0.000114
H 1.682207 -2.220016 -1e-06
H -2.591192 -1.328211 -0.000202
H 1.365328 2.520171 -3.9e-05
",-430.700425,-430.252766,0.073279,-430.44301,-430.4076425,-430.4527201,-430.773704,-430.7512105,-430.7941066,-430.371236,-429.9026922,0.071774,-430.7208276,-430.6779315,-430.3809461,-430.3358685
dsgdb9nsd_004025,9,19,70,"19
H10 C5 N2 O2
C 0.009931 1.645117 -0.095345
C -0.039562 0.114771 0.065116
C -1.454584 -0.409773 0.047746
N -2.115245 -0.671810 -1.025270
O -1.371603 -0.418594 -2.178039
C -2.189152 -0.628411 1.309583
C -3.603959 -1.138973 1.315471
N -1.536535 -0.342552 2.381278
O -2.302764 -0.566119 3.524310
H 1.046641 1.994875 -0.085672
H -0.445462 1.952071 -1.040401
H -0.521953 2.138708 0.723109
H 0.509337 -0.355697 -0.754506
H 0.428844 -0.171212 1.007448
H -1.981910 -0.680474 -2.875751
H -3.959188 -1.309346 0.301932
H -3.659931 -2.069002 1.889725
H -4.256538 -0.420881 1.821748
H -1.696129 -0.316964 4.230005","19
H10 C5 N2 O2
C -1.671098 1.872393 0.684794
C -1.136089 1.134566 -0.568747
C -0.484176 -0.165747 -0.212180
N -1.167900 -1.300689 -0.000332
O -2.469997 -1.129484 -0.158156
C 0.926057 -0.343613 -0.025752
C 1.588327 -1.620949 0.372693
N 1.615936 0.782777 -0.247549
O 2.910670 0.605947 -0.038960
H -2.156031 2.797156 0.365846
H -2.404803 1.271318 1.225881
H -0.855277 2.128976 1.365205
H -1.965101 0.927124 -1.250328
H -0.416284 1.766802 -1.086556
H -2.868182 -2.004180 0.002931
H 0.870158 -2.426871 0.491580
H 2.334277 -1.897817 -0.380037
H 2.134924 -1.473084 1.310777
H 3.326553 1.464350 -0.238051",-456.275959,-455.79647,0.156231,-456.1383,-456.104558,-456.149425,-456.43219,-456.4136154,-456.454996,-455.982146,-455.474351,0.156154,-456.298765,-456.2573844,-455.993271,-455.948404
dsgdb9nsd_021989,9,17,66,"17
H8 C6 N2 O1
C -0.007554 1.490068 -0.035289
C -0.038871 -0.008235 0.015191
C -1.149816 -0.760307 -0.143049
C -1.117003 -2.211508 -0.083345
C 0.195504 -2.796354 0.158650
C 1.273217 -2.000615 0.309670
N 1.179484 -0.630478 0.242755
N -2.230966 -2.855520 -0.246138
O -2.012340 -4.255581 -0.157170
H 0.654382 1.848106 -0.833796
H -1.006694 1.886998 -0.219000
H 0.359852 1.912965 0.908183
H -2.104024 -0.280016 -0.321026
H 0.295549 -3.869457 0.215523
H 2.268688 -2.388508 0.491107
H 2.004798 -0.068953 0.360177
H -2.900670 -4.597505 -0.293390","17
H8 C6 N2 O1
C -2.872691 -1.043663 0.000018
C -1.546845 -0.351310 -0.000020
C -0.324343 -0.990091 -0.000021
C 0.876561 -0.247989 -0.000001
C 0.815184 1.169041 0.000014
C -0.415466 1.765412 0.000002
N -1.543441 1.010942 -0.000014
N 2.024123 -0.990643 -0.000006
O 3.098725 -0.189475 0.000010
H -3.456665 -0.769052 -0.885412
H -2.738942 -2.125229 -0.000724
H -3.455951 -0.770221 0.886288
H -0.275425 -2.071482 -0.000041
H 1.714456 1.767656 0.000023
H -0.557768 2.838377 -0.000001
H -2.437673 1.488920 -0.000029
H 3.858988 -0.793666 0.000005",-418.010155,-417.537823,0.136762,-417.916086,-417.877439,-417.926279,-418.146917,-418.1210045,-418.169133,-417.777717,-417.284508,0.138369,-418.032371,-417.9842425,-417.78791,-417.73907
dsgdb9nsd_021991,9,16,66,"16
H7 C5 N3 O1
N 0.088515 1.390800 0.133702
C -0.020118 -0.002650 0.027246
C -1.173323 -0.708770 0.010375
C -1.172947 -2.160182 0.002151
C 0.143930 -2.787873 -0.018784
C 1.256102 -2.031046 -0.012401
N 1.204560 -0.649997 -0.020012
N -2.314287 -2.776087 -0.002095
O -2.122053 -4.184400 -0.024022
H 0.663599 1.798356 -0.596431
H -0.817959 1.839461 0.137597
H -2.126019 -0.193865 -0.011842
H 0.214296 -3.864502 -0.044448
H 2.254849 -2.451013 -0.017478
H 2.014674 -0.127429 0.271950
H -3.030130 -4.499554 -0.037470","16
H7 C5 N3 O1
N -2.729356 -1.050881 -0.000321
C -1.568100 -0.378892 0.000008
C -0.316370 -1.009157 -0.000004
C 0.854672 -0.247163 0.000001
C 0.772805 1.180690 -0.000000
C -0.455860 1.751584 0.000008
N -1.592379 0.982025 0.000022
N 2.017102 -0.967749 0.000014
O 3.076453 -0.140309 0.000006
H -3.626677 -0.594246 0.001152
H -2.728424 -2.057642 0.000828
H -0.251992 -2.089720 -0.000020
H 1.664692 1.788631 -0.000003
H -0.622082 2.820570 0.000003
H -2.485212 1.457986 -0.000100
H 3.847622 -0.729247 0.000010",-434.058691,-433.584101,0.126258,-433.963736,-433.929567,-433.976451,-434.184949,-434.1643674,-434.210406,-433.836534,-433.338702,0.127202,-434.084148,-434.0381094,-433.849249,-433.802365
dsgdb9nsd_021995,9,17,66,"17
H8 C6 N2 O1
C -0.274379 1.459758 -0.001590
N -0.031007 0.028467 0.008153
C 0.145954 -0.659356 -1.178997
C 0.507848 -1.957161 -1.214137
C 0.747746 -2.706332 0.005353
C 0.562132 -1.944122 1.231653
C 0.198280 -0.644836 1.187207
N 1.091795 -3.953199 -0.092274
O 1.281427 -4.515751 1.197466
H 0.653292 2.037515 -0.107724
H -0.940047 1.716966 -0.829804
H -0.761884 1.754485 0.930323
H -0.036313 -0.081506 -2.076919
H 0.618896 -2.463107 -2.164836
H 0.710608 -2.430368 2.184063
H 0.056100 -0.055043 2.085612
H 1.520026 -5.421056 0.978555","17
H8 C6 N2 O1
C -3.171601 -0.271596 0.019461
N -1.706533 -0.087422 -0.015166
C -1.189062 1.168826 -0.009159
C 0.165332 1.376943 -0.001497
C 1.042754 0.268865 0.001076
C 0.480256 -1.030431 -0.003933
C -0.884273 -1.167152 -0.011302
N 2.375193 0.563026 0.005869
O 3.102587 -0.563549 0.005511
H -3.524714 -0.205081 1.051498
H -3.644251 0.503996 -0.583191
H -3.419558 -1.249087 -0.392041
H -1.904845 1.980414 -0.011701
H 0.565918 2.382660 -0.000602
H 1.109411 -1.909301 -0.005193
H -1.369462 -2.134586 -0.015291
H 4.025752 -0.262584 0.009635",-417.997627,-417.523067,0.137074,-417.904481,-417.864066,-417.914282,-418.134701,-418.1060718,-418.155936,-417.766089,-417.271094,0.138392,-418.018862,-417.9689978,-417.77589,-417.725674
